InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
100129,P1007,Gaming Mousepad,5,2023-10-23,18.75,11341,UAE,93.75
100129,P1004,Noise Cancelling Headphones,3,2023-11-05,120.0,10197,United Kingdom,360.0
100129,P1001,Wireless Mouse,2,2024-07-01,15.99,11852,France,31.98
100129,P1006,Bluetooth Speaker,5,2023-11-29,55.0,10058,USA,275.0
100130,P1006,Bluetooth Speaker,1,2023-04-25,55.0,11323,Netherlands,55.0
100130,P1007,Gaming Mousepad,3,2024-01-13,18.75,11243,USA,56.25
100130,P1008,External SSD 1TB,5,2024-09-09,140.0,11968,UAE,700.0
100130,P1003,Laptop Stand,5,2024-02-24,35.0,11488,USA,175.0
100131,P1006,Bluetooth Speaker,3,2024-09-18,55.0,11275,UAE,165.0
100132,P1010,Ergonomic Chair Cushion,5,2023-04-28,30.0,10899,USA,150.0
100133,P1002,USB Keyboard,5,2024-04-11,25.5,11819,United Kingdom,127.5
100134,P1009,USB-C Hub,3,2024-07-16,45.0,11222,UAE,135.0
100134,P1002,USB Keyboard,2,2024-04-09,25.5,11897,UAE,51.0
100134,P1003,Laptop Stand,1,2024-07-06,35.0,10248,USA,35.0
100135,P1010,Ergonomic Chair Cushion,3,2023-11-05,30.0,10773,UAE,90.0
100136,P1002,USB Keyboard,4,2023-08-28,25.5,11129,United Kingdom,102.0
100137,P1009,USB-C Hub,5,2023-11-11,45.0,11463,USA,225.0
100138,P1001,Wireless Mouse,1,2023-12-28,15.99,11508,India,15.99
100138,P1005,HD Webcam,1,2023-03-19,65.0,11337,USA,65.0
100138,P1001,Wireless Mouse,3,2024-08-13,15.99,11776,Germany,47.97
100139,P1005,HD Webcam,4,2024-03-08,65.0,10476,France,260.0
100140,P1008,External SSD 1TB,4,2023-07-07,140.0,10639,Netherlands,560.0
100140,P1008,External SSD 1TB,2,2024-11-01,140.0,11115,United Kingdom,280.0
100140,P1008,External SSD 1TB,4,2023-01-03,140.0,10082,France,560.0
100140,P1002,USB Keyboard,3,2023-10-22,25.5,10077,USA,76.5
100141,P1008,External SSD 1TB,1,2024-02-26,140.0,10109,France,140.0
100142,P1005,HD Webcam,1,2023-06-17,65.0,11022,France,65.0
100142,P1001,Wireless Mouse,4,2023-01-24,15.99,11036,Netherlands,63.96
100142,P1007,Gaming Mousepad,5,2023-11-16,18.75,11052,India,93.75
100142,P1006,Bluetooth Speaker,2,2023-01-28,55.0,11698,UAE,110.0
100143,P1005,HD Webcam,4,2024-11-22,65.0,11320,India,260.0
100143,P1001,Wireless Mouse,3,2024-08-21,15.99,11980,USA,47.97
100143,P1001,Wireless Mouse,2,2024-01-27,15.99,10513,UAE,31.98
100143,P1006,Bluetooth Speaker,4,2024-08-07,55.0,10065,United Kingdom,220.0
100144,P1010,Ergonomic Chair Cushion,2,2024-11-07,30.0,11817,Netherlands,60.0
100144,P1007,Gaming Mousepad,5,2024-12-18,18.75,11152,United Kingdom,93.75
100144,P1010,Ergonomic Chair Cushion,3,2024-06-07,30.0,10219,UAE,90.0
100144,P1010,Ergonomic Chair Cushion,4,2024-04-11,30.0,10676,USA,120.0
100145,P1001,Wireless Mouse,1,2024-04-28,15.99,11505,Netherlands,15.99
100145,P1009,USB-C Hub,3,2024-08-22,45.0,11133,USA,135.0
100145,P1004,Noise Cancelling Headphones,5,2024-08-20,120.0,11047,France,600.0
100146,P1005,HD Webcam,5,2023-10-11,65.0,10176,France,325.0
100146,P1002,USB Keyboard,1,2023-08-20,25.5,10699,India,25.5
100146,P1010,Ergonomic Chair Cushion,3,2023-08-08,30.0,11135,UAE,90.0
100147,P1008,External SSD 1TB,4,2024-02-08,140.0,10348,Singapore,560.0
100147,P1002,USB Keyboard,1,2024-11-05,25.5,11505,India,25.5
100147,P1003,Laptop Stand,4,2024-02-11,35.0,11275,UAE,140.0
100148,P1009,USB-C Hub,2,2023-01-27,45.0,10629,Netherlands,90.0
100149,P1002,USB Keyboard,4,2024-12-10,25.5,11504,UAE,102.0
100149,P1006,Bluetooth Speaker,2,2024-07-27,55.0,10549,Singapore,110.0
100149,P1004,Noise Cancelling Headphones,4,2024-11-28,120.0,11825,France,480.0
100149,P1007,Gaming Mousepad,2,2024-04-29,18.75,11988,Singapore,37.5
100150,P1006,Bluetooth Speaker,3,2023-08-15,55.0,10733,United Kingdom,165.0
100150,P1010,Ergonomic Chair Cushion,5,2023-06-23,30.0,10981,Singapore,150.0
100150,P1009,USB-C Hub,3,2023-10-02,45.0,11154,UAE,135.0
100151,P1009,USB-C Hub,1,2023-03-30,45.0,10156,Germany,45.0
100151,P1010,Ergonomic Chair Cushion,3,2023-05-08,30.0,11310,Singapore,90.0
100151,P1004,Noise Cancelling Headphones,3,2024-10-07,120.0,10605,Singapore,360.0
100152,P1001,Wireless Mouse,5,2024-08-16,15.99,10860,United Kingdom,79.95
100153,P1002,USB Keyboard,3,2024-05-22,25.5,10926,France,76.5
100153,P1008,External SSD 1TB,1,2023-06-14,140.0,10855,UAE,140.0
100153,P1010,Ergonomic Chair Cushion,3,2023-07-27,30.0,11384,Germany,90.0
100154,P1008,External SSD 1TB,3,2024-08-16,140.0,11174,USA,420.0
100155,P1002,USB Keyboard,3,2024-07-10,25.5,10175,India,76.5
100155,P1004,Noise Cancelling Headphones,3,2023-09-08,120.0,11189,Netherlands,360.0
100156,P1001,Wireless Mouse,5,2023-10-05,15.99,10633,UAE,79.95
100156,P1007,Gaming Mousepad,5,2023-03-18,18.75,11716,Singapore,93.75
100156,P1004,Noise Cancelling Headphones,1,2024-07-08,120.0,11712,Singapore,120.0
100157,P1008,External SSD 1TB,1,2024-11-15,140.0,11904,India,140.0
100157,P1009,USB-C Hub,1,2024-07-20,45.0,10673,Germany,45.0
100158,P1009,USB-C Hub,3,2023-07-17,45.0,11623,USA,135.0
100159,P1003,Laptop Stand,4,2024-08-29,35.0,10152,Germany,140.0
100159,P1005,HD Webcam,3,2023-02-03,65.0,10253,India,195.0
100159,P1006,Bluetooth Speaker,4,2023-12-30,55.0,10385,USA,220.0
100159,P1006,Bluetooth Speaker,1,2024-01-01,55.0,11605,United Kingdom,55.0
100160,P1010,Ergonomic Chair Cushion,3,2024-07-24,30.0,10680,Germany,90.0
100160,P1008,External SSD 1TB,1,2024-04-10,140.0,11533,Netherlands,140.0
100160,P1006,Bluetooth Speaker,5,2023-09-11,55.0,10953,Germany,275.0
100161,P1006,Bluetooth Speaker,1,2023-07-30,55.0,11119,USA,55.0
100162,P1004,Noise Cancelling Headphones,3,2023-07-03,120.0,10363,France,360.0
100162,P1007,Gaming Mousepad,5,2023-02-24,18.75,10204,United Kingdom,93.75
100162,P1008,External SSD 1TB,5,2023-03-21,140.0,10911,UAE,700.0
100162,P1003,Laptop Stand,4,2023-07-31,35.0,10601,France,140.0
100163,P1007,Gaming Mousepad,2,2023-07-25,18.75,11417,Netherlands,37.5
100163,P1003,Laptop Stand,5,2024-11-21,35.0,10771,Germany,175.0
100163,P1008,External SSD 1TB,2,2023-10-25,140.0,11805,United Kingdom,280.0
100163,P1001,Wireless Mouse,1,2024-12-08,15.99,10919,United Kingdom,15.99
100164,P1001,Wireless Mouse,1,2024-10-17,15.99,11765,Netherlands,15.99
100164,P1006,Bluetooth Speaker,5,2023-06-01,55.0,10228,India,275.0
100165,P1010,Ergonomic Chair Cushion,4,2023-07-24,30.0,10870,Singapore,120.0
100166,P1009,USB-C Hub,1,2023-02-11,45.0,11622,France,45.0
100166,P1004,Noise Cancelling Headphones,2,2024-08-16,120.0,11482,India,240.0
100166,P1006,Bluetooth Speaker,5,2023-12-11,55.0,10519,Singapore,275.0
100166,P1005,HD Webcam,5,2023-04-06,65.0,10133,Singapore,325.0
100167,P1001,Wireless Mouse,4,2023-10-16,15.99,10993,UAE,63.96
100167,P1006,Bluetooth Speaker,5,2024-04-30,55.0,10164,United Kingdom,275.0
100167,P1009,USB-C Hub,3,2023-10-19,45.0,11022,Germany,135.0
100168,P1003,Laptop Stand,2,2023-08-25,35.0,10096,UAE,70.0
100168,P1003,Laptop Stand,3,2023-12-27,35.0,11772,Singapore,105.0
100168,P1002,USB Keyboard,3,2024-11-08,25.5,11846,India,76.5
100169,P1004,Noise Cancelling Headphones,2,2024-10-03,120.0,10383,India,240.0
100169,P1010,Ergonomic Chair Cushion,5,2023-05-10,30.0,11481,Singapore,150.0
100170,P1003,Laptop Stand,5,2023-11-06,35.0,10867,Germany,175.0
100170,P1002,USB Keyboard,3,2024-06-08,25.5,11158,India,76.5
100170,P1001,Wireless Mouse,2,2023-01-10,15.99,10434,France,31.98
100170,P1003,Laptop Stand,1,2024-05-12,35.0,10080,Singapore,35.0
100171,P1010,Ergonomic Chair Cushion,2,2023-03-09,30.0,10979,United Kingdom,60.0
100172,P1006,Bluetooth Speaker,3,2024-02-17,55.0,11529,USA,165.0
100172,P1009,USB-C Hub,2,2024-05-14,45.0,11518,United Kingdom,90.0
100172,P1005,HD Webcam,2,2024-11-07,65.0,11051,United Kingdom,130.0
100173,P1003,Laptop Stand,1,2024-08-29,35.0,10471,USA,35.0
100173,P1005,HD Webcam,4,2024-09-06,65.0,10805,Netherlands,260.0
100173,P1005,HD Webcam,4,2023-12-15,65.0,11480,France,260.0
100173,P1005,HD Webcam,1,2024-08-08,65.0,10821,Germany,65.0
100174,P1007,Gaming Mousepad,2,2023-07-10,18.75,11501,India,37.5
100174,P1005,HD Webcam,3,2023-01-01,65.0,11830,Germany,195.0
100174,P1007,Gaming Mousepad,1,2024-09-20,18.75,11332,USA,18.75
100174,P1009,USB-C Hub,4,2023-08-19,45.0,10675,Singapore,180.0
100175,P1005,HD Webcam,4,2024-05-29,65.0,11680,India,260.0
100175,P1002,USB Keyboard,1,2023-01-12,25.5,10701,Netherlands,25.5
100176,P1005,HD Webcam,2,2024-12-02,65.0,11779,Germany,130.0
100176,P1008,External SSD 1TB,5,2023-01-26,140.0,11679,India,700.0
100176,P1004,Noise Cancelling Headphones,3,2024-08-26,120.0,10061,India,360.0
100177,P1002,USB Keyboard,5,2024-02-07,25.5,11569,UAE,127.5
100177,P1010,Ergonomic Chair Cushion,3,2024-05-18,30.0,11642,Netherlands,90.0
100177,P1003,Laptop Stand,5,2024-09-01,35.0,11798,United Kingdom,175.0
100178,P1009,USB-C Hub,5,2024-10-23,45.0,11754,France,225.0
100179,P1009,USB-C Hub,3,2023-10-11,45.0,11010,United Kingdom,135.0
100179,P1008,External SSD 1TB,3,2024-07-02,140.0,10390,India,420.0
100179,P1008,External SSD 1TB,4,2024-07-18,140.0,11456,Netherlands,560.0
100180,P1008,External SSD 1TB,2,2024-03-19,140.0,10351,Netherlands,280.0
100181,P1008,External SSD 1TB,2,2024-12-07,140.0,11359,France,280.0
100181,P1008,External SSD 1TB,4,2023-09-05,140.0,11874,Germany,560.0
100181,P1001,Wireless Mouse,5,2023-12-09,15.99,11049,India,79.95
100182,P1006,Bluetooth Speaker,3,2024-12-29,55.0,11984,India,165.0
100182,P1009,USB-C Hub,1,2024-05-08,45.0,10639,USA,45.0
100183,P1008,External SSD 1TB,5,2024-04-14,140.0,10618,Germany,700.0
100183,P1003,Laptop Stand,2,2024-07-02,35.0,10157,India,70.0
100183,P1001,Wireless Mouse,3,2023-06-24,15.99,10170,Singapore,47.97
100184,P1002,USB Keyboard,4,2024-10-14,25.5,10846,United Kingdom,102.0
100185,P1002,USB Keyboard,5,2024-04-14,25.5,11461,United Kingdom,127.5
100186,P1007,Gaming Mousepad,1,2023-12-09,18.75,11090,India,18.75
100186,P1006,Bluetooth Speaker,5,2024-06-29,55.0,11171,Germany,275.0
100187,P1002,USB Keyboard,4,2023-12-05,25.5,11490,Germany,102.0
100187,P1008,External SSD 1TB,1,2024-02-09,140.0,10538,UAE,140.0
100187,P1009,USB-C Hub,5,2024-05-08,45.0,11280,United Kingdom,225.0
100188,P1007,Gaming Mousepad,4,2023-11-14,18.75,11964,France,75.0
100188,P1004,Noise Cancelling Headphones,5,2024-03-21,120.0,11715,India,600.0
100188,P1001,Wireless Mouse,3,2023-01-25,15.99,11292,UAE,47.97
100189,P1004,Noise Cancelling Headphones,5,2023-11-01,120.0,10318,Singapore,600.0
100189,P1004,Noise Cancelling Headphones,4,2024-06-13,120.0,10160,Singapore,480.0
100190,P1008,External SSD 1TB,2,2023-02-06,140.0,10574,Germany,280.0
100190,P1004,Noise Cancelling Headphones,4,2023-01-27,120.0,10170,France,480.0
100190,P1004,Noise Cancelling Headphones,5,2024-06-14,120.0,11175,India,600.0
100191,P1002,USB Keyboard,3,2023-02-07,25.5,11098,United Kingdom,76.5
100191,P1010,Ergonomic Chair Cushion,2,2024-11-21,30.0,10452,Netherlands,60.0
100191,P1007,Gaming Mousepad,4,2023-06-28,18.75,10127,Singapore,75.0
100192,P1004,Noise Cancelling Headphones,2,2024-03-20,120.0,10746,France,240.0
100193,P1006,Bluetooth Speaker,3,2023-09-07,55.0,11150,UAE,165.0
100193,P1003,Laptop Stand,1,2024-08-03,35.0,11647,France,35.0
100193,P1007,Gaming Mousepad,2,2023-10-14,18.75,11759,United Kingdom,37.5
100194,P1006,Bluetooth Speaker,4,2023-08-27,55.0,10317,USA,220.0
100194,P1003,Laptop Stand,3,2024-04-02,35.0,11250,France,105.0
100194,P1004,Noise Cancelling Headphones,4,2023-07-18,120.0,10499,Singapore,480.0
100195,P1010,Ergonomic Chair Cushion,3,2024-09-06,30.0,10498,Singapore,90.0
100195,P1005,HD Webcam,4,2024-04-26,65.0,11618,USA,260.0
100196,P1009,USB-C Hub,3,2023-01-16,45.0,10444,UAE,135.0
100196,P1006,Bluetooth Speaker,5,2024-06-16,55.0,11984,Singapore,275.0
100197,P1004,Noise Cancelling Headphones,4,2024-07-09,120.0,11678,United Kingdom,480.0
100197,P1007,Gaming Mousepad,3,2023-07-29,18.75,10850,USA,56.25
100197,P1002,USB Keyboard,1,2024-09-05,25.5,11923,Singapore,25.5
100197,P1004,Noise Cancelling Headphones,3,2023-08-17,120.0,10216,France,360.0
100198,P1005,HD Webcam,1,2023-01-26,65.0,11069,USA,65.0
100199,P1004,Noise Cancelling Headphones,2,2024-11-19,120.0,11251,Netherlands,240.0
100199,P1004,Noise Cancelling Headphones,3,2024-11-14,120.0,10903,Singapore,360.0
100199,P1009,USB-C Hub,2,2023-08-20,45.0,10044,Singapore,90.0
100200,P1002,USB Keyboard,2,2024-02-20,25.5,10112,Germany,51.0
100200,P1006,Bluetooth Speaker,5,2024-02-27,55.0,11049,Netherlands,275.0
100200,P1008,External SSD 1TB,3,2023-06-19,140.0,10867,United Kingdom,420.0
100201,P1008,External SSD 1TB,5,2023-07-08,140.0,10017,India,700.0
100201,P1007,Gaming Mousepad,5,2024-06-23,18.75,10027,France,93.75
100201,P1010,Ergonomic Chair Cushion,2,2023-02-18,30.0,10736,USA,60.0
100201,P1004,Noise Cancelling Headphones,4,2023-03-05,120.0,10739,United Kingdom,480.0
100202,P1007,Gaming Mousepad,2,2023-09-14,18.75,10196,UAE,37.5
100202,P1010,Ergonomic Chair Cushion,2,2024-07-01,30.0,10757,USA,60.0
100202,P1006,Bluetooth Speaker,1,2023-01-23,55.0,10355,Singapore,55.0
100203,P1006,Bluetooth Speaker,4,2024-11-26,55.0,10946,Germany,220.0
100204,P1002,USB Keyboard,2,2024-08-06,25.5,10539,Germany,51.0
100204,P1008,External SSD 1TB,4,2023-07-07,140.0,10848,Germany,560.0
100204,P1008,External SSD 1TB,1,2024-12-04,140.0,11613,UAE,140.0
100204,P1007,Gaming Mousepad,4,2024-09-14,18.75,10184,France,75.0
100205,P1009,USB-C Hub,3,2023-02-20,45.0,11308,Germany,135.0
100206,P1008,External SSD 1TB,1,2023-01-07,140.0,10127,Netherlands,140.0
100206,P1009,USB-C Hub,4,2024-08-08,45.0,10820,UAE,180.0
100206,P1009,USB-C Hub,5,2024-04-21,45.0,11614,India,225.0
100206,P1006,Bluetooth Speaker,4,2024-10-18,55.0,11986,France,220.0
100207,P1002,USB Keyboard,1,2024-05-16,25.5,11410,India,25.5
100207,P1007,Gaming Mousepad,5,2023-11-28,18.75,10274,Netherlands,93.75
100207,P1003,Laptop Stand,4,2024-03-11,35.0,10822,UAE,140.0
100207,P1007,Gaming Mousepad,4,2024-01-13,18.75,10992,UAE,75.0
100208,P1009,USB-C Hub,1,2023-01-01,45.0,11507,India,45.0
100208,P1010,Ergonomic Chair Cushion,5,2024-02-01,30.0,10510,France,150.0
100209,P1010,Ergonomic Chair Cushion,5,2024-01-15,30.0,11519,Netherlands,150.0
100210,P1002,USB Keyboard,4,2023-11-11,25.5,10793,Singapore,102.0
100210,P1006,Bluetooth Speaker,3,2024-09-30,55.0,11830,Netherlands,165.0
100210,P1006,Bluetooth Speaker,1,2024-08-27,55.0,11679,USA,55.0
100211,P1009,USB-C Hub,1,2023-11-10,45.0,11663,Germany,45.0
100211,P1009,USB-C Hub,2,2024-11-10,45.0,11522,Netherlands,90.0
100211,P1005,HD Webcam,5,2023-10-29,65.0,11116,Germany,325.0
100212,P1005,HD Webcam,5,2023-12-22,65.0,10039,France,325.0
100213,P1009,USB-C Hub,2,2023-12-23,45.0,11644,France,90.0
100213,P1008,External SSD 1TB,4,2023-03-19,140.0,10090,Netherlands,560.0
100213,P1007,Gaming Mousepad,4,2023-06-01,18.75,10582,Germany,75.0
100214,P1008,External SSD 1TB,1,2024-12-22,140.0,11405,Singapore,140.0
100214,P1006,Bluetooth Speaker,4,2023-06-29,55.0,10008,UAE,220.0
100214,P1003,Laptop Stand,3,2024-08-11,35.0,10870,Netherlands,105.0
100215,P1007,Gaming Mousepad,3,2023-06-30,18.75,11068,United Kingdom,56.25
100216,P1008,External SSD 1TB,3,2024-10-13,140.0,10758,France,420.0
100216,P1008,External SSD 1TB,2,2023-08-20,140.0,10505,Germany,280.0
100216,P1001,Wireless Mouse,3,2023-10-14,15.99,11027,France,47.97
100216,P1007,Gaming Mousepad,2,2024-06-27,18.75,11725,India,37.5
100217,P1003,Laptop Stand,1,2024-05-09,35.0,10868,UAE,35.0
100218,P1002,USB Keyboard,1,2023-02-22,25.5,11633,UAE,25.5
100218,P1002,USB Keyboard,3,2023-08-21,25.5,10326,UAE,76.5
100218,P1008,External SSD 1TB,2,2023-04-08,140.0,11475,UAE,280.0
100218,P1009,USB-C Hub,3,2024-10-10,45.0,11736,Singapore,135.0
100219,P1003,Laptop Stand,4,2023-07-17,35.0,10897,United Kingdom,140.0
100219,P1003,Laptop Stand,2,2023-02-16,35.0,10311,Singapore,70.0
100219,P1006,Bluetooth Speaker,2,2024-10-05,55.0,10381,Netherlands,110.0
100220,P1010,Ergonomic Chair Cushion,2,2023-04-17,30.0,11334,India,60.0
100220,P1001,Wireless Mouse,2,2024-08-13,15.99,10922,UAE,31.98
100220,P1006,Bluetooth Speaker,4,2023-11-27,55.0,11405,India,220.0
100221,P1003,Laptop Stand,3,2024-09-22,35.0,10735,Singapore,105.0
100221,P1004,Noise Cancelling Headphones,1,2024-06-26,120.0,11555,United Kingdom,120.0
100221,P1009,USB-C Hub,5,2023-03-03,45.0,10312,USA,225.0
100222,P1003,Laptop Stand,5,2023-10-21,35.0,11270,United Kingdom,175.0
100222,P1001,Wireless Mouse,2,2023-02-05,15.99,11236,India,31.98
100223,P1003,Laptop Stand,2,2023-11-04,35.0,11680,Germany,70.0
100223,P1007,Gaming Mousepad,1,2024-08-08,18.75,10681,Netherlands,18.75
100223,P1007,Gaming Mousepad,5,2024-08-28,18.75,10426,Germany,93.75
100223,P1005,HD Webcam,2,2023-12-28,65.0,11458,Singapore,130.0
100224,P1001,Wireless Mouse,4,2023-05-23,15.99,11535,USA,63.96
100224,P1008,External SSD 1TB,5,2023-09-14,140.0,11164,Germany,700.0
100225,P1010,Ergonomic Chair Cushion,4,2024-11-23,30.0,10535,USA,120.0
100225,P1008,External SSD 1TB,1,2023-04-26,140.0,11221,Germany,140.0
100226,P1010,Ergonomic Chair Cushion,1,2024-08-03,30.0,11881,India,30.0
100227,P1010,Ergonomic Chair Cushion,5,2023-11-12,30.0,11659,Germany,150.0
100227,P1010,Ergonomic Chair Cushion,3,2024-06-19,30.0,11823,Germany,90.0
100228,P1002,USB Keyboard,5,2023-06-08,25.5,10566,USA,127.5
100229,P1010,Ergonomic Chair Cushion,4,2024-02-15,30.0,10193,India,120.0
100230,P1003,Laptop Stand,3,2024-06-14,35.0,11156,India,105.0
100230,P1004,Noise Cancelling Headphones,4,2023-08-17,120.0,10772,UAE,480.0
100231,P1001,Wireless Mouse,4,2023-01-12,15.99,11741,Netherlands,63.96
100231,P1004,Noise Cancelling Headphones,4,2023-12-09,120.0,11541,UAE,480.0
100231,P1005,HD Webcam,2,2024-08-16,65.0,10083,France,130.0
100231,P1003,Laptop Stand,3,2023-01-21,35.0,11825,France,105.0
100232,P1010,Ergonomic Chair Cushion,2,2023-05-02,30.0,10400,USA,60.0
100232,P1002,USB Keyboard,2,2023-01-19,25.5,11154,United Kingdom,51.0
100232,P1006,Bluetooth Speaker,4,2023-01-17,55.0,11206,Netherlands,220.0
100232,P1008,External SSD 1TB,1,2023-03-14,140.0,10544,Netherlands,140.0
100233,P1007,Gaming Mousepad,5,2024-07-19,18.75,10840,UAE,93.75
100233,P1001,Wireless Mouse,1,2023-07-09,15.99,11861,UAE,15.99
100233,P1004,Noise Cancelling Headphones,4,2024-10-07,120.0,10136,United Kingdom,480.0
100233,P1003,Laptop Stand,5,2024-10-19,35.0,10977,France,175.0
100234,P1006,Bluetooth Speaker,5,2024-09-27,55.0,11895,Netherlands,275.0
100234,P1009,USB-C Hub,4,2024-08-20,45.0,10903,India,180.0
100234,P1009,USB-C Hub,2,2024-11-25,45.0,11360,Singapore,90.0
100234,P1007,Gaming Mousepad,5,2024-04-10,18.75,10630,France,93.75
100235,P1009,USB-C Hub,5,2023-10-04,45.0,11816,India,225.0
100235,P1008,External SSD 1TB,5,2023-10-03,140.0,11368,Singapore,700.0
100235,P1005,HD Webcam,5,2023-07-12,65.0,11652,Netherlands,325.0
100235,P1009,USB-C Hub,3,2023-06-07,45.0,10904,India,135.0
100236,P1007,Gaming Mousepad,2,2023-05-30,18.75,10314,United Kingdom,37.5
100236,P1005,HD Webcam,3,2023-11-05,65.0,10328,France,195.0
100237,P1008,External SSD 1TB,3,2024-08-27,140.0,10707,Netherlands,420.0
100237,P1007,Gaming Mousepad,4,2023-08-20,18.75,10462,United Kingdom,75.0
100238,P1009,USB-C Hub,2,2023-09-19,45.0,11993,United Kingdom,90.0
100238,P1010,Ergonomic Chair Cushion,1,2024-12-26,30.0,10014,Netherlands,30.0
100238,P1001,Wireless Mouse,2,2023-10-21,15.99,10528,India,31.98
100239,P1009,USB-C Hub,1,2023-11-18,45.0,10037,USA,45.0
100239,P1007,Gaming Mousepad,5,2024-04-29,18.75,10356,United Kingdom,93.75
100239,P1001,Wireless Mouse,1,2023-05-15,15.99,11922,France,15.99
100239,P1001,Wireless Mouse,1,2023-04-06,15.99,11170,UAE,15.99
100240,P1005,HD Webcam,1,2023-02-01,65.0,10700,United Kingdom,65.0
100240,P1008,External SSD 1TB,5,2024-08-06,140.0,10660,United Kingdom,700.0
100241,P1009,USB-C Hub,5,2024-02-19,45.0,11205,India,225.0
100241,P1006,Bluetooth Speaker,3,2024-11-07,55.0,10510,Singapore,165.0
100241,P1010,Ergonomic Chair Cushion,1,2023-11-06,30.0,11077,UAE,30.0
100242,P1008,External SSD 1TB,2,2024-02-08,140.0,10230,UAE,280.0
100242,P1006,Bluetooth Speaker,4,2024-03-30,55.0,11152,Singapore,220.0
100242,P1006,Bluetooth Speaker,3,2024-06-17,55.0,11495,France,165.0
100242,P1004,Noise Cancelling Headphones,1,2024-03-29,120.0,10017,France,120.0
100243,P1005,HD Webcam,3,2023-03-17,65.0,11439,France,195.0
100244,P1002,USB Keyboard,1,2024-01-07,25.5,11263,France,25.5
100244,P1003,Laptop Stand,1,2023-02-23,35.0,11729,Singapore,35.0
100244,P1003,Laptop Stand,3,2024-11-12,35.0,11087,USA,105.0
100245,P1005,HD Webcam,1,2024-11-16,65.0,10232,Singapore,65.0
100245,P1005,HD Webcam,1,2023-09-06,65.0,11602,United Kingdom,65.0
100246,P1006,Bluetooth Speaker,4,2023-10-11,55.0,10059,France,220.0
100247,P1005,HD Webcam,2,2024-08-24,65.0,10006,Singapore,130.0
100248,P1006,Bluetooth Speaker,5,2023-09-09,55.0,11685,Netherlands,275.0
100249,P1008,External SSD 1TB,4,2024-04-01,140.0,10677,Germany,560.0
100249,P1002,USB Keyboard,5,2024-07-14,25.5,10327,Germany,127.5
100249,P1004,Noise Cancelling Headphones,5,2024-02-15,120.0,10098,Netherlands,600.0
100250,P1006,Bluetooth Speaker,2,2023-06-16,55.0,10323,United Kingdom,110.0
100250,P1005,HD Webcam,4,2024-08-26,65.0,11514,Netherlands,260.0
100251,P1001,Wireless Mouse,1,2024-09-19,15.99,10106,India,15.99
100252,P1009,USB-C Hub,2,2024-07-21,45.0,10532,UAE,90.0
100252,P1003,Laptop Stand,1,2023-08-12,35.0,10420,USA,35.0
100252,P1002,USB Keyboard,1,2024-02-25,25.5,11013,USA,25.5
100252,P1009,USB-C Hub,1,2023-06-01,45.0,10718,United Kingdom,45.0
100253,P1007,Gaming Mousepad,1,2023-10-07,18.75,11708,India,18.75
100254,P1005,HD Webcam,4,2024-06-25,65.0,10057,Germany,260.0
100255,P1006,Bluetooth Speaker,5,2023-06-04,55.0,10425,France,275.0
100255,P1004,Noise Cancelling Headphones,5,2024-10-31,120.0,11198,UAE,600.0
100255,P1001,Wireless Mouse,4,2023-04-19,15.99,10324,Singapore,63.96
100256,P1004,Noise Cancelling Headphones,5,2024-03-26,120.0,10800,USA,600.0
100256,P1009,USB-C Hub,2,2023-05-14,45.0,11851,USA,90.0
100256,P1001,Wireless Mouse,1,2024-06-02,15.99,10899,India,15.99
100257,P1010,Ergonomic Chair Cushion,1,2024-01-10,30.0,10580,Germany,30.0
100257,P1003,Laptop Stand,1,2023-12-07,35.0,11388,India,35.0
100258,P1005,HD Webcam,3,2024-03-30,65.0,10564,United Kingdom,195.0
